age,body_type,diet,drinks,drugs,education,essay0,essay1,essay2,essay3,essay4,essay5,essay6,essay7,essay8,essay9,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
42,fit,mostly anything,socially,never,graduated from masters program,"i love movies, theater, and exercise. i try to keep fit and healthy
and love new challenges, whether it's a run around the dish or a
sport i've never tried. i love european football and have been
known to miss work for a crucial match. my kids and family are very
important to me and i spend a lot of time with them. i love to
travel, have lived abroad several times and would love to do it
again. i am also passionate about food; anything really, but
especially chocolate. i have an open mind for alternate opinions
and am always looking for new opportunities to challenge my mind.","at the moment i'm split between mental and physical fitness. i
spend half my time as the director of education for a supplementary
hebrew school and the other half as a personal fitness trainer. i
spend the rest of my time taking care of my two daughters and
trying to find the perfect chocolate bar.","word finds<br />
lyrics to old songs and musicals<br />
listening<br />
sports--well, better than average",,,"my kids<br />
chocolate<br />
my best friend<br />
family<br />
someplace to workout<br />
chocolate",why people use so many emoticons?,"either working or at home relaxing after a long week, with my kids
or some friends and a bowl of popcorn. in my past life i would be
at the theater, a movie, or a concert, and i'd love to get back to
that, but for now, i'm just happy hanging with my girls, watching
tv.",ha!,"you want to...<br />
<br />
i'm looking for someone content in themselves, independent, but
interested in adding something to their lives. i am attracted to
honesty, so if you say you are 40 and are really 55, i'm not
interested.",white,65,-1,education / academia,2012-06-29-22-35,"mountain view, california",has kids,straight,likes dogs,judaism,f,aries but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), hebrew (okay), yiddish (poorly)",single
45,fit,mostly anything,socially,never,graduated from masters program,"i'm a glass-half-full kind of girl, am emotionally wired to be very
logical, and abhor drama. i'm eternally curious and work in
left-brain things, but enjoy right-brain activities much more ....
drawing or creating things. i over-analyze everything, so almost
never regret my actions. i always have a point of view, but only
share with those who can agree to disagree. i love food... its
preparation, presentation, taste, culture, history. i love wind,
snow, and water whipping across my face. i watch cnn and read the
ny times more than the local news. i love thought-provoking forms
of art and expression.<br />
<br />
i prefer to be direct, the east coast influence i suppose. you can
ask me anything and i will give you a direct answer. i don't play
games, except the occasional board or video type. but due to lots
of corporate feedback, early adulthood on capitol hill, and friends
worldwide, i've learned to be much more circumspect about how my
words/actions will be perceived. although when my team is being
attacked repeatedly, all bets are off :-p. controlling my temper
and extreme diplomacy are learned skills, so i remain constantly
vigilant.<br />
<br />
i am a mix of cultures, having been born into one, raised in
another, and sought others in adulthood. i'm the older of 2 and
have 3 nieces, whom i adore. i work to live well. i exercise, so
that i can indulge. i need quiet time to recharge, but have a large
circle of friends/relatives worldwide with whom i've kept in touch
for decades. i try to live like the song, ""i hope you dance"" and
the poem instantes by borges.","i need to continually learn or else i get bored. i try to visit a
new place every year. i like to try new experiences. skydiving is
next. i tend to order those things i have never eaten/drunk before.
i try to keep all my relationships in good order, so that i have
nothing to confess or say to someone on my death bed that i
wouldn't say now. i have been paring down my friendships to spend
time with those who really matter to me. i am wondering when i am
going to get off my bum and build this sculpture i have designed.","- making people feel comfortable<br />
- finding the optimistic viewpoint when providing advice<br />
- over-analyzing",- easy smile &amp; dimples,"- anything i can sing to<br />
- love dancing to 80s, 90s, current pop/rock/alternative music,
salsa, the beatles ....<br />
- independent/foreign films, operas, thought-provoking sci fi,
espionage, period films, ballet, theatre<br />
- love a wide variety of cuisines, but am not a fan of rice and
beans or melted cheese unless it is in a fondue ...<br />
- j.k. rowlings, gore vidal, neal stephenson, tom clancy, robert
ludlum, sheri tepper, sir arthur conan doyle, steven d levitt, jane
austen<br />
- anything related to joss whedon, audrey hepburn, alfred
hitchcock, david lynch, woody allen, johnny depp, kate winslet,
diane keaton, woody allen, kate beckinsale, hugh grant, colin
firth, monty python, kevin kline, katherine hepburn, emily blunt,
catherine deneuve, gerard depardieu, helen bonham-carter, anthony
hopkins, juliette binoche, natalie portman, matt bomer","- love of family and friends<br />
- a large variety of great food/fresh fruit<br />
- intellectual stimulation<br />
- the means with which to use my passport extensively<br />
- phone/internet<br />
- the prospect of romantic love","- how to better design things, how to do things faster<br />
- how to quash an over-active mind and achieve inner peace<br />
- what i am going to be when i grow up<br />
- how do i best love and nurture my nieces<br />
- how to enjoy the now and not dwell on the what-could-be","not sure if there is a typical friday ... out with friends or
attending a performance or winding down from the work week at home
or a meetup to see the newest indie film","i watch animated films without my nieces.<br />
<br />
i'm pretty open, so you just have to ask :).","any of my profile appeals to you and you:<br />
- don't smoke (except the occasional cigar or something else) and
will be ok accommodating my allergy to cats<br />
- smile when you are happy<br />
- bonus, if you are a foodie, who loves to explore new
experiences/travel and continually learn<br />
<br />
i find the path to self-awareness intriguing, therefore the number
of okc questions i answered (it only takes 5 sec to blow through 1
question ... while waiting for tea, you can answer a lot... or you
can conclude i'm a nutjob, as my friend suggested when i told him
... hehe).<br />
<br />
i almost always respond one way or another, but i may not always do
this in a timely manner.",asian,64,-1,executive / management,2012-06-24-20-20,"menlo park, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism and laughing about it,f,aries but it doesn&rsquo;t matter,no,english (fluently),single
21,athletic,mostly anything,rarely,never,working on med school,"hi, im sean, so these sites are always a wired experience.
obviously were here because its free, and well were here to meet
people, so feel free to shoot me a message if you want, thats why
were here right? but im still going to school as of now, im working
as a medic right now( i have lots of crazy story's if you wana hear
them) and am eather going straight to med school or go into
business to take over my fathers business. well see what happens,
hope to hear from you soon!","still going to school, but am currently working as a medic, seems
like a good idea since im running alot of baseball camps and
coaching private lessons. i also just like to help other people and
do all i can for those who need help.","talking to anyone, im pretty easy going!",im nice and easy to get along with,,"being happy<br />
my phone<br />
my family<br />
my friends<br />
my life",,"out with the guys, figuring out something to do, or just out and
about, but home is not the place to be on a friday night",,"you read all the way down to here, say something if you want too!",white,72,500000,medicine / health,2012-03-17-21-19,"burlingame, california",,straight,has dogs,,m,aries and it&rsquo;s fun to think about,no,english,single
28,,,socially,never,graduated from law school,"i pride myself on having fun no matter where i am or what i'm
doing. i smile a lot and i have a tendency to laugh at
inappropriate times. i love the law but hated law school. brunch is
my favorite meal. i bleed blue and gold. maker's and ginger ale is
my beverage of choice. every once in a while i still find myself
amazed when i realize that i'm lucky enough to live in san
francisco. i speak in superlatives and hyperbole constantly (see
what i did there?). i know my age up there says i'm 28, but
sometimes i could swear that i'm still 16 and i'm just playing
pretend at this whole ""grownup/lawyer/responsible person"" business.","i'm a practicing attorney who is trying to find the balance between
doing what i love and doing what will pay off the student loans.","finding answers. baking! storytelling. cheering for cal football.
pop culture trivia. putting together sweet playlists. making you
feel like you're hilarious (it doesn't take much to get me to
laugh). other stuff too.<br />
<br />
what i'm not really good at: figuring out what to do with okcupid",my laugh...i'm pretty loud.,"books: anything from really trashy chick lit to young adult fiction
(hello, hunger games) to justice stevens' memoir.<br />
<br />
movies: i'll watch anything except for horror films. my overactive
imagination prevents me from sleeping well after seeing a scary
movie <em>trailer</em>, let alone a whole movie.<br />
<br />
shows: 30 rock, parks &amp; rec, conan, jimmy fallon, mad men, once
upon a time, the office<br />
<br />
music: a mix of pop, country, rap, and random stuff sprinkled
throughout. if i can dance to it, i'll probably like it.<br />
<br />
food: i'll try anything twice (you never know, maybe that first
time was a fluke).","soap. brunch. my kindle. peanut butter. music. tapatio.<br />
<br />
(obviously i would be unable to exist without my family and
friends, but i figure they're not ""things"" so i didn't list them)","planning my next trip to somewhere. whether it's a road trip to a
place two hours away or a flight across the country, i get super
excited about travelling and experiencing new things.",,i'm terrified of dating websites.,you're looking for someone to laugh with.,pacific islander,64,-1,law / legal services,2012-06-30-00-04,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs,,f,aries but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), tagalog (poorly)",single
29,fit,strictly anything,socially,never,graduated from college/university,"i graduated with a bs and now have a full time career in san
francisco, but i live in the east bay with two roommates. i enjoy
watching hockey, baseball, and football (probably in that order
too). i'm a fan of the outdoors; mostly backpacking, but dabble in
other activities. i love to travel, fly, and am huge into
motorcycles.<br />
<br />
i'm on this site because i don't have much free time or the avenues
of meeting people. i'm a born again christian and my faith is very
important to me. i won't end up with anybody who doesn't understand
who christ is and trust in him alone for salvation. i do, however,
realize life isn't always about where you've been but where you're
going. where you're going is what's important to me. and i realize,
of course, that nobody is perfect; i'll be the first to tell you
i'm not!","working, trying to explore the world little bits at a time, and
enjoying life and friends.",eating ice cream,,,,,,,,white,66,-1,other,2012-06-29-19-06,"martinez, california",doesn&rsquo;t have kids,straight,,christianity and very serious about it,m,,no,english,single
36,average,,socially,,graduated from masters program,"i grew up in seattle and mexico city and therefore enjoy both
outdoor activities and city life. this upbringing fuels my love of
travel (costa rica most recently) and for food and wines from
around the world. i grew up with a wonderful family of artists and
teachers so i have a passion for learning and all things
creative.<br />
<br />
professionally, i work in the area of international and public
affairs. i started my career as a political speechwriter in d.c.
and have since focused on starting educational programs and
fundraising for charitable organizations. helping others and being
active in the community are important values and i set ambitious
goals for myself in these areas. in this regard, i'm looking for a
woman who is similarly driven, and wants to make the world a better
place.<br />
<br />
my idea of heaven is sitting at a sidewalk cafe on a warm summer
evening sharing great food, wine and conversation with a woman i
adore. i love spending time with family (my sister is one of my
closest friends) and i appreciate making friends everywhere i go.
i'm looking for a partner who also likes being social and finds
positive qualities in others.<br />
<br />
i enjoy long distance running, tennis, yoga and most team sports. i
play on a kickball team during the summer. i also spend my time
going to watch music and live theater. i'm a big fan of discovering
and supporting local musicians, and artist. some of my hobbies
include playing music, salsa dancing and photography.<br />
<br />
i'm looking for an attractive, confident woman who loves great
conversation, being active and sampling cuisine from all over the
world. a positive person who enjoys learning and always sees the
glass as  full. bonus points for artistic use of sarcasm and the
curiosity to try new things.","i do fundraising and leadership development for nonprofit
organizations.","making new friends and bringing people together. i guess it's just
a natural talent of mine.","besides the fact that i'm devilishly good looking:) i would say my
interest in learning about others and what makes them tick.","parks and recreation, 30 rock, the west wing, frasier, harry
potter, the 4 hour work week , lonely planet argentina<br />
moulin rouge, the american president, dumb and dumber, that thing
you do, bon jovi, aerosmith, damien rice, jeff buckley, sheryl
crow, the beatles, and duke ellington","dinner with friends and family<br />
world travel to sunny places<br />
learning<br />
volunteering<br />
running<br />
watermelon",hmmm...to be honest i'm too wrapped up enjoying the current moment.,"doing dinner and drinks with friends<br />
attending a happy hour or fundraiser for charity<br />
organizing a potluck or house party<br />
going to the theater or a show.",,"you're ready for an honest and fun relationship, i'd love to hear
from you",,68,-1,education / academia,2012-06-24-23-44,"san francisco, california",,straight,,,m,virgo,no,"english, spanish",single
28,athletic,,socially,,graduated from college/university,,,"dancing (ex: check the profile picture. i didn't pick the costume
but i am definitely dancing well in it.)<br />
<br />
money (ex: i've helped friends in my spare time create budgets and
start investing. i'll help anyone that asks.)<br />
<br />
being my own person and ignoring social pressures (ex: biking
around town to save health and $ to travel the world or using a
cell phone that is so old it runs on the holy spirit.)<br />
<br />
standing up for what i think is important (ex: taking time off for
a pro-choice rally, intervening when i see cops on power-trips, or
arguing for m&amp;m's to bring back the light brown shells.)","physically: the shape and color of my eyes or the fact i have gray
hairs.<br />
<br />
personality: horrible at remembering names but i love people.<br />
<br />
socially: many friends who are female and almost all of my friends,
male and female, are those types of people who make anyone feel
welcome in any situation.","movies: the first movie that made me cry was the land before
time... ""mama? mama? wake up mama""... omgeezy that got me.<br />
<br />
books: poetry by pablo neruda and 1984<br />
<br />
shows: arrested development, scrubs, strangers with candy, the
office, the wire... i used to love the simpsons and in living
color<br />
<br />
music: stevie wonder, jamie lidell, janelle monae, van morrison,
raphael saadiq, white stripes, michael jackson, prince... if you
can't appreciate these artists then an intervention is in order.","music, family, friends, nature, healthy body, sunshine","being challenged and learning. tell me something interesting you
read or heard. tell me what you think about my actions or what i
say. i really love being challenged and learning. i wrote it twice
for emphasis.",happy to be alive.,"is anything that is relevant to the conversation or will help
someone feel better or laugh.","you have a good heart, sharp intellect, and can let loose. also you
have the desire to explore the bay and travel, meet good folks, or
try new things.<br />
<br />
i also love people who love music and love to laugh.<br />
<br />
write me a joke if you have one.",white,71,-1,education / academia,2012-06-29-22-07,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs,agnosticism,m,,no,"english (fluently), spanish (fluently)",single
24,athletic,,socially,,,"helloooo lol jk hi i like to have fun and make people laugh im easy
going and get along with most people. i love doing a variety of
things like playing pool, bowling, driving just to drive cooking.
yea i can cook ;) traveling been to many states and a few countries
going to movies, the beach,just being out doors or even just
chilling at home and being lazy lol there's really a lot more but
thats all i can think of at the moment",,"im good at cooking,welding,wood working realy im good at most
things if i dont know i try and learn",my eyes they change color :) and my smile,"my favorite book would have to be the bible because there are so
many stories in that book alone and people live there lives based
on it and everytime its mentioned there is so much controversy
after that would be self help books. i love pretty much all kinds
of movies. horror and action would have to be my favorite i don't
really watch tv listen to a vatity of music i guess depends on my
mood and food i love italian and mexican","god<br />
family<br />
sex yea i know conflicts with god but he made me lol<br />
cool people<br />
the ocean<br />
one more spot left guess stay tuned","helping people and hiting the lottery lol really just a bunch of
random things","who knows im always doing something diffrent from just being lazy
lol to being out of town :)","i picked my screen name based on my body part dont belive me come
find out lol",if you wanna chill do fun things or even just wanna say hi :),"black, native american, hispanic / latin, other",74,-1,,2012-06-29-11-16,"oakland, california",,straight,,,m,,,english,single
23,curvy,mostly anything,rarely,never,working on college/university,"hey<br />
i'm angel, here's a little about myself. i am a born an raised
californian, whoo. been in the bay area for a while now. i'm a bit
of a tomboy. i love video games, football (go niners), hiking, that
kinda stuff. got to love the earth, so i try to stay conscious
about how i effect the world and other people in it. i'm into
politics too , although i dont know a bunch about them but i try to
learn more. a proud obama supporter and democrat, of course.<br />
<br />
i'm a fan of nature, music, fishing, bicycling, movies, art, good
books, kid stuff and finding new things to get into. i'm goin to
school to become a chef, i love everything about food so it was a
given for me. i'm not what you say ""religous"" so i'm into men with
a mind for discovering other things. i've found that i need a guy
that is spiritual or its not really a good match.<br />
<br />
i'm working on goals right now, just moved to san francisco and
getting into school. i'm a happy person, down to earth and have
great sense of humor, just trying to find a guy that can handle me.
i'm an intellectual and very open minded. i'm into guys who have
sense, home training and knows how to treat a lady. i like men that
like to look nice and has a mind. happy hunting ;-)","discovering and exploring! finding myself.<br />
take care of business and working to get what i need and want out
of life.","art, math, learnin things fast, puzzles and brain teasers, picking
out the perfect gift, most games i play, making things by hand, and
being efficient (when i want to).","i'd say my hair and my eyes. i would say my smile but i'm not
sure.<br />
i like my lips a lot tho.","favorite books are: my life as a teenage fairy, sex love and
dharma, anne rice's vampire books, steven king's dark tower series,
lord of the rings, siddhartha, and the odyssey.<br />
favorite movies are: hello dolly, most disney movies, tomstone,
nightmare before christmas, the crow, pirates of the caribbian,
spirited away, and les miserables.<br />
i love shows like: house, how i met your mother, the office, dr. oz
and family guy you know good humor things.<br />
i love all kinds of music from classis to hip hop and alot in
between. i love all food, but mexican is my favorite. i could eat
it all da time. i also love pastries and desserts. yummm","uumm, well music thats one, i love food but that might be a given.
a good disney movie that's two. uumm humm, video games, nice warm
showers and other people. maybe art too.","everything; the world, what i can do for fun, what's goin on with
the people i love, the future, how i can stay in the present and
what things really do matter. :j","home happy to have some quite and a good movie or out on the town
with my girls, dancing.","sometimes i like to sit in the shower.. :)<br />
that's it.<br />
you'll have to ask me for more.","you are chill, nice, down to earth, educated, caring, cultured,
exiting, pleasant, attractive..ect.<br />
you think we'd be good friends? hit me. :)","black, native american, hispanic / latin",66,20000,other,2012-06-28-18-40,"san francisco, california",has a kid,straight,likes dogs and likes cats,other,f,capricorn and it&rsquo;s fun to think about,when drinking,english (fluently),single
36,fit,strictly anything,often,sometimes,graduated from ph.d program,"a business owner, a backend/frontend developer, a frequent hiker, a
podcast listener, trying to be a banjo player, former bass player,
former inorganic chemist, former theoretical magnetic
resonator.<br />
<br />
i just realized that staring at lava from 20 feet away and having
it toss bits of molten rock at me, is probably the single greatest
thing in the world.<br />
<br />
you're gonna hear ""ma'am"" and ""lady"" from me, i just can't help it,
as i've been raised southern style (not southern cali). my accent
only comes out when provoked, in similar company, or beverage
induced.<br />
<br />
an aikidoist and hip - hop - banjo lover (i'm waiting for that
genre to be created).<br />
<br />
a former chemist turned business owner and frequent traveler (it
gets boring sitting in one spot for too long, but i really do like
to just go to a new spot and sit).<br />
<br />
drive too fast and expect people to be better drivers then they
are, and i shall let it be known.<br />
<br />
not really into ""open/sf-ness"" crap-ol-la (you may ask yourself
""then why are you in sf?"". my answer is, i'm not. i'm in oakland).
not my bag, tried it, didn't like it. don't even like dealing with
more then one conversation at the same time (that could just be a
time thing too). intj's unite. that's right you heard me.<br />
<br />
not that this matters or anything, but according to the two signs
(aries and the dragon) and my psych profile (intj), i should be an
introverted, good-with-money, loyal, slightly competitive, over
generalizing asshole with an uncanny ability to focus. mostly
true.<br />
<br />
basically i'm lookin' for a partner in crime. while i really like
games, i tend to lose them a lot, so i'd prefer not to play them
anymore.<br />
<br />
me, me, me, me some more, i'd like a side of me with that, can i
get me to go? sheesh. but i have questions for you. this is mad
question-er website right?<br />
- gummy worms or gummy bears?<br />
- m&amp;m: red, blue, green? (if you say yellow, orange or brown,
you are disqualified)<br />
- bla fleck or tony trischka?<br />
- brooklyn or la<br />
- trees, snow or sand?","recovering from one hell of a month in africa. aikido. trying to
learn the banjo. figuring out when and how to take an f1 racing
course w/o going bankrupt. i'll figure out what's next when i get
back.","- breaking things, then trying to fix them all the while pretending
to know what i'm talking about or doing. trouble is i don't really
mean to break things sometimes, that can be too expensive
sometimes.",i have on shoes.,"- if you like ""<a class=""ilink"" href=
""/interests?i=who%27s+afraid+of+virginia+wolf"">who's afraid of
virginia wolf</a>"", nice.<br />
- if you all sorts of music genres appeal to your inner child,
nice.<br />
- if you know of frank herbert, nice.<br />
- if you laugh your ass off at <a class=""ilink"" href=
""/interests?i=top+gear"">top gear</a>, <a class=""ilink"" href=
""/interests?i=family+guy"">family guy</a> and/or <a class=""ilink""
href=""/interests?i=futurama"">futurama</a>, i've got a nice tv for
that.<br />
- if you're gonna be sad when <a class=""ilink"" href=
""/interests?i=breaking+bad"">breaking bad</a> and <a class=""ilink""
href=""/interests?i=mad+men"">mad men</a> go off the air, i'll be
there too.<br />
- if you wished <a class=""ilink"" href=
""/interests?i=treme"">treme</a> was as good as <a class=""ilink""
href=""/interests?i=the+wire"">the wire</a>, i'd have to agree.<br />
- <a class=""ilink"" href=
""/interests?i=the+hitchhiker%27s+guide+to+the+galaxy"">the
hitchhiker's guide to the galaxy</a>. we are all very small.<br />
- if beer and pork are involved i'll be way ok.<br />
- if japanese food is involved i'll be more then ok.<br />
- but really who cares? so long as you got interests of some kind,
would be awful if we had all the same ones. how else does one find
out about new things?","after spending 3 months with no couch ... i know now, my couch.
music, beer, the sun (outdoors), <a class=""ilink"" href=
""/interests?i=aikido"">aikido</a>, intertubes","how to play the banjo better. how to blend better with the world.
how to get out of the country more often. where's the next trail
i've yet to hike?","i have a knack for watching an entire tv series in one sitting,
which i do sometimes. mostly these days, it's aikido, a bit of beer
and sushi, a bit of vegetating (the week can be a long one
sometimes), eaten' cookies and chillin'.","tyler, the creator makes me wanna move.","can type a bit of english. and would like to meet in person (it's
way more efficient). and likes alcohol. and doesn't mind that i'm a
little shy and it can take some warming up to. and likes to eat
cookies and popcorn. and think that bourbon and chocolate is one of
the most amazing pairings ever. and doesn't mind that a beard may
float in or out from time to time. and thinks that valentines day
is a kobayashi maru holiday. and can use google to figure out what
that means.<br />
and like to start sentences with and.<br />
<br />
and think that valentines day is a kobayashi maru holiday. and can
use google to figure out what that means.<br />
<br />
you'll need to write me too. i know the modus operandi around here
is guy contact girl, but i check back here only when provoked, so
provoke me.",white,70,-1,science / tech / engineering,2012-03-22-16-56,"emeryville, california",,straight,likes dogs and likes cats,agnosticism,m,aries but it doesn&rsquo;t matter,no,"english (fluently), c++ (okay), french (poorly)",seeing someone
35,thin,,socially,never,,"in general i'm open with how i feel and whats on my mind. i tend to
talk to much and have strong opinions bout the world. some need to
be told to shut it. but i don't take offence to it :p. don't
believe conspiracies, government, god, ghost, aliens,...exc. but
love talking about them when someone bring them up.","building picture frames and living life.<br />
<br />
at this moment i'm delivering in the kansas city area.<br />
doing much driving from and to st. louis, and sleeping in hotels d:",knowing random pointless stuff,that i'm quite.... then they learn,"dresden files - jim butcher.... the books not the tv show<br />
death gate cycle - margaret weis &amp; tracy hickman<br />
game of throne - tv show need to read books still<br />
dexter - tv show<br />
gorillaz, incubus, flogging molly<br />
listening to god is not great, christopher hitchens<br />
and cosmos, carl sagan","coffee<br />
starburst<br />
internet<br />
science<br />
philosophy",,,,,white,72,-1,,2012-06-24-18-46,"pleasant hill, california",,straight,,atheism and laughing about it,m,aquarius,when drinking,english,single
18,,,,never,,,"i am currently a high school senior in the east bay. cl@ss of 2012.
looking forword to a more socialy active life after high school.","i rally good at any sport really!. , good at rolling blunts and
makeing sure that the peple with me are haveing a great time.","people usually notice my puffy hair and awsome skin tone. dont be
shy cuz i also have a great personality that people might not
notice at first.","not much of a reader but any holy book holds a great amount of
wisdom and i respect that.",,,"go out with friends ""get in trouble"", or just kick it at the house.",ima-g,lets hang out.? yeah?.,"asian, black, pacific islander",68,-1,,2012-05-24-23-07,"hayward, california",,straight,,,m,,,"english (fluently), sign language (okay), hindi (fluently)",single
55,athletic,,not at all,never,dropped out of college/university,"i'm almost 54 and 1/2 and i've decided what i want to be when i
grow up.",working towards my goals.,"breaking things, fixing things, building things, making things
work. that includes hard things, soft things, intangible and
tangible things.",they probably think i'm pissed off but i'm not.,"mishima yukio, haiku<br />
<br />
lawrence of arabia, tampopo, the professional<br />
<br />
latin especially brasilian. weezer! i love their poetry and their
jams. strokes, i have dylan, hot tuna, miles davis, doc watson,
beethoven, roberta sa, joaquin sabina, johnny cash, among other
stations in pandora.<br />
<br />
art! period","ummm.....<br />
fresh air and water<br />
paper towels, bounty, half sheet<br />
blue painter's tape<br />
a bowl of hot noodles once in a while to restore my faith in
humanity","fuzzy things, i hate logic, screw spock",eating brown rice wrapped in shoyu nori with my hands,"what those silk ties are doing in my closet...actually i used to
live/work in tokyo and dark suits and neck ties were like vitamins,
you took them every day.",you are on your way,white,67,-1,construction / craftsmanship,2012-02-09-23-34,"alameda, california",has kids,straight,likes dogs and likes cats,other but not too serious about it,m,leo,no,"english (fluently), spanish (fluently), japanese (poorly)",single
21,average,mostly vegetarian,not at all,never,working on space camp,"single, white, female.<br />
<br />
ok, ok...<br />
<br />
it seems as though the virtual representation of a person always
includes: hiking, painting, reading to the blind, impressively
active and productive activities ad nauseum. if that were the
truth, i would probably see more than five people on lengthy hikes
and not nearly as many people switching between twitter and
craigslist's missed connections on their laptops at every coffee
shop i've ever been to, ever--just sayin'.<br />
<br />
in order to combat this trend, how about i just write about what i
did this past week? i began and finished two paintings, drew a
bunch, ate some chocolate form germany and czech republic, worked a
bunch, missed a lot of sleep, got sick, went to the bank, and
cleaned the bathtub. nothing too out of line and i got some
important stuff in! bam!<br />
<br />
also, my laptop began having a problem, so i'm not being rude by
not replying to your messages; i'm just not able to (or best excuse
ever?).","by day, i make sandwiches. by night, i paint. also, i don't make
sandwiches every day. sometimes, i go on hikes or do other things.
also, i don't paint every night. some nights, i am with friends or
catching up on laundry. i breathe most of the time and i read some
of the time.<br />
<br />
i'm not partial to this kind of vague self-examination. :p give me
some parameters and i'll figure out answers for you.",...avoiding the question. see?,"my really exotic brown hair and brown eyes. the leprosy, perhaps?","books: oh, lord...currently reading why zebras don't get ulcers by
sapolsky and in the realm of hungry ghosts by gabor mate.
top-of-my-head favorites: the life of pi, the heart of darkness,
sex at dawn, a christmas carol, entertaining ourselves to death,
freakonomics.<br />
<br />
movies: the sound of music (i know, i know), what the bleep do we
know, nothing to lose, matilda, food, inc.<br />
<br />
shows: the usual seth macfarlane/matt groening filth. :p okay...i
also love the brady bunch. 5 handsome points if you are familiar
with the twilight zone, the original one!<br />
<br />
music: john frusciante and noise less impressive. i'm recently
received the soundtrack for everything is illuminated in the mail,
which i'm excited about.<br />
<br />
food: pumpkin curry, frozen fruit bars: these are a few of my
favorite things...","1. sleeep<br />
2. water, my most favorite beverage<br />
3. paper/pencil<br />
4. fresh air/access to good hiking trails<br />
5. silence<br />
6. apparently, loose regulations on how many items can be
consolidated on a list/dental floss.","honestly--sleep, food, and scheduling. otherwise, long-term life
goals, strange possibilities, ideas for jokes, amusing drawings,
and paintings.<br />
<br />
now and again, i find myself considering how my environment breaks
down into basic geometric shapes, the intensity of the curves that
combine them, their relative proportions, the space between them,
and life's mysterious, reliable algorithms. i also like to pause
and think about newton's law of universal attraction and consider
that i am connected and interdependent of everything in this world.
this is a strange dimension and, basically, the answer to the
question, ""what do you mean, 'other' and serious about it?"" the
physical realm is a god-like entity. it's a trip.","three times out of four, i'm working. on the occasional night i'm
not, i'm either at home, hermitting it up or out enjoying the
company of a friend or two in a grungy cafe or at someone's house.","i really don't care for yoga and i think sugar tastes bad. i still
find myself eating it! talk about conditioning, right?<br />
<br />
the reason i'm on okc at 2:00am isn't because i use it as a
networking took for prostitution, but because i happen to get home
late from work and that's my main internet time. :)","you want to, or you don't not want to. whichever is fine, really.","white, other",65,-1,,2012-06-29-13-31,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and somewhat serious about it,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), russian (okay), french (poorly)",single
